n;alpha;t_le;latency
50;0.1;750;804.0798
50;0.1;750;394.6097
50;0.1;1000;328.5191
50;0.1;1000;218.0678
50;0.1;1000;195.0598
50;0.1;1000;1040.417
50;0.1;1000;620.9646
50;0.1;1250;395.6476
50;0.1;1250;807.6672
50;0.1;1250;655.3506
50;0.1;1250;870.5103
50;0.1;1250;791.0611
50;0.1;1500;1084.9726
50;0.1;1500;1097.9644
50;0.1;1500;343.5457
50;0.1;1500;1266.3458
50;0.1;1500;1552.8366
50;0.1;1750;888.6339
50;0.1;1750;844.0898
50;0.1;1750;1031.1324
50;0.1;1750;477.777
50;0.1;1750;256.4482
50;0.1;2000;1076.241
50;0.1;2000;964.3424
50;0.1;2000;634.829
50;0.1;2000;1342.3587
50;0.1;2000;1432.5442
50;0.1;2250;794.168
50;0.1;2250;243.7196
50;0.1;2250;353.2367
50;0.1;2250;935.5859
50;0.1;2250;525.7795
50;0.1;2500;671.7249
50;0.1;2500;680.7099
50;0.1;2500;987.8533
50;0.1;2500;483.1366
50;0.1;2500;718.5519
50;0.1;2750;1145.0613
50;0.1;2750;432.6256
50;0.1;2750;603.3575
50;0.1;2750;674.7894
50;0.1;2750;1308.7086
50;0.1;3000;433.0393
50;0.1;3000;705.5677
50;0.1;3000;858.9905
50;0.1;3000;1663.7991
50;0.1;3000;579.1616
50;0.5;250;328.669
50;0.5;250;346.9794
50;0.5;250;358.3538
50;0.5;250;462.2161
50;0.5;250;479.02
50;0.5;500;645.6631
50;0.5;500;522.0738
50;0.5;500;417.5981
50;0.5;500;641.9448
50;0.5;500;571.0604
50;0.5;750;842.4162
50;0.5;750;789.7719
50;0.5;750;812.2072
50;0.5;750;790.3954
50;0.5;750;586.1973
50;0.5;1000;171.4754
50;0.5;1000;924.4408
50;0.5;1000;334.9666
50;0.5;1000;663.0181
50;0.5;1000;914.0695
50;0.5;1250;1264.8975
50;0.5;1250;1347.4961
50;0.5;1250;319.98
50;0.5;1250;1295.0424
50;0.5;1250;1281.9302
50;0.5;1500;411.3616
50;0.5;1500;1514.7134
50;0.5;1500;829.0238
50;0.5;1500;467.4861
50;0.5;1500;946.4699
50;0.5;1750;1267.9916
50;0.5;1750;872.2976
50;0.5;1750;614.7799
50;0.5;1750;1124.9043
50;0.5;1750;828.3642
50;0.5;2000;838.3361
50;0.5;2000;851.514
50;0.5;2000;389.7881
50;0.5;2000;214.3561
50;0.5;2000;712.8288
50;0.5;2250;294.5653
50;0.5;2250;112.3665
50;0.5;2250;1122.3594
50;0.5;2250;351.1241
50;0.5;2250;2398.7098
50;0.5;2500;971.6031
50;0.5;2500;974.0681
50;0.5;2500;937.769
50;0.5;2500;971.6535
50;0.5;2500;1123.8052
50;0.5;2750;202.0462
50;0.5;2750;722.6036
50;0.5;2750;601.5237
50;0.5;2750;1175.2183
50;0.5;2750;599.7006
50;0.5;3000;858.1851
50;0.5;3000;225.5993
50;0.5;3000;273.4353
50;0.5;3000;367.091
50;0.5;3000;334.7344
50;1.0;250;295.0021
50;1.0;250;225.8316
50;1.0;250;364.1917
50;1.0;250;312.6858
50;1.0;250;260.5282
50;1.0;500;203.9058
50;1.0;500;541.7048
50;1.0;500;139.4039
50;1.0;500;506.7317
50;1.0;500;600.0604
50;1.0;750;763.2961
50;1.0;750;784.6072
50;1.0;750;623.0655
50;1.0;750;383.0939
50;1.0;750;601.3062
50;1.0;1000;782.1865
50;1.0;1000;880.6034
50;1.0;1000;720.9968
50;1.0;1000;940.4598
50;1.0;1000;1050.9113
50;1.0;1250;450.1022
50;1.0;1250;1296.5832
50;1.0;1250;287.0563
50;1.0;1250;1328.3327
50;1.0;1250;1265.2326
50;1.0;1500;289.9675
50;1.0;1500;1513.7942
50;1.0;1500;732.4583
50;1.0;1500;225.0442
50;1.0;1500;507.8684
50;1.0;1750;506.4494
50;1.0;1750;412.7895
50;1.0;1750;814.2115
50;1.0;1750;364.8549
50;1.0;1750;1195.0712
50;1.0;2000;617.2714
50;1.0;2000;535.6919
50;1.0;2000;870.4756
50;1.0;2000;932.2372
50;1.0;2000;376.5274
50;1.0;2250;1092.1608
50;1.0;2250;617.4899
50;1.0;2250;816.7239
50;1.0;2250;409.3743
50;1.0;2250;966.0147
50;1.0;2500;336.8738
50;1.0;2500;259.0169
50;1.0;2500;286.4756
50;1.0;2500;743.8152
50;1.0;2500;415.0355
50;1.0;2750;450.6842
50;1.0;2750;288.7241
50;1.0;2750;281.3786
50;1.0;2750;617.0312
50;1.0;2750;817.7706
50;1.0;3000;328.6965
50;1.0;3000;927.8519
50;1.0;3000;1178.4443
50;1.0;3000;236.2111
50;1.0;3000;341.8711
20;0.0;0;17.9293
20;0.0;0;16.3577
20;0.0;0;18.5971
20;0.0;0;17.988
20;0.0;0;25.6184
20;0.1;0;20.6059
20;0.1;0;22.9328
20;0.1;0;25.0655
20;0.1;0;21.5541
20;0.1;0;22.495
20;1.0;0;25.2686
20;1.0;0;23.3124
20;1.0;0;19.5257
20;1.0;0;19.3362
20;1.0;0;27.8511
20;0.0;0;25.9632
20;0.0;0;27.8912
20;0.0;0;23.8962
20;0.0;0;26.4829
20;0.0;0;22.4743
30;0.0;0;23.0471
30;0.0;0;33.093
30;0.0;0;30.5813
30;0.0;0;28.2602
30;0.0;0;32.9928
30;0.1;0;28.0058
30;0.1;0;27.016
30;0.1;0;18.2934
30;0.1;0;21.5715
30;0.1;0;68.0691
30;1.0;0;26.3135
30;1.0;0;27.0058
30;1.0;0;25.0757
30;1.0;0;32.8106
30;1.0;0;24.0105
40;0.0;0;23.3763
40;0.0;0;23.3568
40;0.0;0;25.7628
40;0.0;0;39.4748
40;0.0;0;25.0065
40;0.1;0;36.5424
40;0.1;0;29.3231
40;0.1;0;29.5044
40;0.1;0;32.5973
40;0.1;0;32.6334
40;1.0;0;36.258
40;1.0;0;29.6262
40;1.0;0;29.9758
40;1.0;0;26.4205
40;1.0;0;32.367
40;0.0;5;40.9107
40;0.0;5;81.2758
40;0.0;5;39.9316
40;0.0;5;69.087
40;0.0;5;152.5749
40;0.1;5;55.0026
40;0.1;5;42.245
40;0.1;5;51.7965
40;0.1;5;41.6294
40;0.1;5;75.4953
40;1.0;5;46.799
40;1.0;5;33.5709
40;1.0;5;74.4099
40;1.0;5;61.3654
40;1.0;5;36.9187
40;0.0;5;88.0032
40;0.0;5;41.5375
40;0.0;5;49.0785
40;0.0;5;40.5808
40;0.0;5;34.9119
40;0.1;5;31.6836
40;0.1;5;33.5519
40;0.1;5;69.5743
40;0.1;5;36.1933
40;0.1;5;73.183
40;1.0;5;60.6431
40;1.0;5;29.9616
40;1.0;5;25.7989
40;1.0;5;55.0002
40;1.0;5;62.1542
100;0.0;2;89.1548
10;0.1;2;13.0525
10;0.1;2;13.0552
40;0.0;5;85.1431
40;0.0;5;90.7123
40;0.0;5;41.6217
40;0.0;5;75.192
40;0.0;5;36.435
40;0.1;5;62.0816
40;0.1;5;61.0664
40;0.1;5;34.5895
40;0.1;5;73.3772
40;0.1;5;31.9726
40;1.0;5;31.2077
40;1.0;5;28.7313

