n;alpha;t_le;latency
5;1.0;550;14.6513
5;1.0;550;18.5813
5;1.0;550;20.0058
5;1.0;550;10.3445
5;1.0;550;10.7173
5;1.0;600;13.6577
5;1.0;600;16.2978
5;1.0;600;11.8979
5;1.0;600;13.1909
5;1.0;600;11.3113
5;1.0;650;9.6766
5;1.0;650;10.3083
5;1.0;650;15.9349
5;1.0;650;18.2612
5;1.0;650;15.0959
5;1.0;700;16.2864
5;1.0;700;11.2818
5;1.0;700;12.7553
5;1.0;700;12.7345
5;1.0;700;16.4653
5;1.0;750;16.82
5;1.0;750;18.2868
5;1.0;750;21.866
5;1.0;750;10.1938
5;1.0;750;17.9459
10;0.0;0;10.8248
10;0.0;0;9.8236
10;0.0;0;11.503
10;0.0;0;10.6859
10;0.0;0;11.4332
10;0.0;2;10.502
10;0.0;2;12.478
10;0.0;2;13.7833
10;0.0;2;11.91
10;0.0;2;12.7184
10;0.0;5;17.3718
10;0.0;5;10.9237
10;0.0;5;15.6245
10;0.0;5;15.6305
10;0.0;5;14.6221
10;0.0;10;16.7677
10;0.0;10;15.4508
10;0.0;10;31.6517
10;0.0;10;27.3967
10;0.0;10;28.9081
10;0.0;20;27.3486
10;0.0;20;48.4003
10;0.0;20;39.3914
10;0.0;20;15.2225
10;0.0;20;45.1707
10;0.0;50;29.8698
10;0.0;50;38.0835
10;0.0;50;29.2819
10;0.0;50;48.6181
10;0.0;50;39.8533
10;0.0;100;46.1064
10;0.0;100;41.0925
10;0.0;100;39.2817
10;0.0;100;14.9488
10;0.0;100;16.6748
10;0.0;150;13.7189
10;0.0;150;12.0817
10;0.0;150;35.5853
10;0.0;150;32.3858
10;0.0;150;43.6752
10;0.0;200;21.1604
10;0.0;200;20.47
10;0.0;200;30.6121
10;0.0;200;35.3329
10;0.0;200;25.3118
10;0.0;250;26.6126
10;0.0;250;21.3269
10;0.0;250;42.9394
10;0.0;250;13.4293
10;0.0;250;25.3121
10;0.0;300;20.2482
10;0.0;300;14.3611
10;0.0;300;58.832
10;0.0;300;20.5057
10;0.0;300;19.1859
10;0.0;350;20.0235
10;0.0;350;48.696
10;0.0;350;35.1306
10;0.0;350;45.5286
10;0.0;350;18.0905
10;0.0;400;33.0858
10;0.0;400;13.5726
10;0.0;400;42.8116
10;0.0;400;23.1796
10;0.0;400;49.868
10;0.0;450;52.2076
10;0.0;450;18.1798
10;0.0;450;24.7672
10;0.0;450;16.0267
10;0.0;450;16.898
10;0.0;500;20.7857
10;0.0;500;12.2079
10;0.0;500;26.4661
10;0.0;500;18.2913
10;0.0;500;18.8718
10;0.0;550;52.3995
10;0.0;550;18.383
10;0.0;550;80.0619
10;0.0;550;34.9542
10;0.0;550;62.6418
10;0.0;600;28.403
10;0.0;600;30.1403
10;0.0;600;38.7179
10;0.0;600;81.3478
10;0.0;600;26.0569
10;0.0;650;48.612
10;0.0;650;36.9329
10;0.0;650;63.5869
10;0.0;650;64.0416
10;0.0;650;25.9944
10;0.0;700;41.5708
10;0.0;700;49.6722
10;0.0;700;20.3634
10;0.0;700;26.2196
10;0.0;700;68.2389
10;0.0;750;25.9623
10;0.0;750;44.0941
10;0.0;750;37.8009
10;0.0;750;23.7821
10;0.0;750;68.8604
10;0.0;800;53.0837
10;0.0;800;18.1939
10;0.0;800;65.7869
10;0.0;800;16.4413
10;0.0;800;13.8983
10;0.0;850;40.0436
10;0.0;850;19.1117
10;0.0;850;20.0916
10;0.0;850;65.3818
10;0.0;850;46.4273
10;0.0;900;30.012
10;0.0;900;20.5169
10;0.0;900;25.6576
10;0.0;900;42.0344
10;0.0;900;16.9992
10;0.0;950;31.547
10;0.0;950;29.7745
10;0.0;950;22.9152
10;0.0;950;69.225
10;0.0;950;17.1499
10;0.0;1000;40.7923
10;0.0;1000;21.9655
10;0.0;1000;38.5147
10;0.0;1000;26.22
10;0.0;1000;37.831
10;0.1;0;11.5384
10;0.1;0;15.8356
10;0.1;0;11.3891
10;0.1;0;10.4033
10;0.1;0;12.6334
10;0.1;2;13.9029
10;0.1;2;14.766
10;0.1;2;14.8193
10;0.1;2;13.4059
10;0.1;2;13.2193
10;0.1;5;13.9198
10;0.1;5;14.0722
10;0.1;5;15.0903
10;0.1;5;15.2645
10;0.1;5;13.6589
10;0.1;10;24.446
10;0.1;10;34.9385
10;0.1;10;20.5291
10;0.1;10;14.8615
10;0.1;10;35.5592
10;0.1;20;38.9748
10;0.1;20;43.95
10;0.1;20;38.2787
10;0.1;20;43.0448
10;0.1;20;23.3742
10;0.1;50;30.108
10;0.1;50;24.4454
10;0.1;50;16.7824
10;0.1;50;24.9828
10;0.1;50;33.072
10;0.1;100;22.0367
10;0.1;100;32.5987
10;0.1;100;57.3734
10;0.1;100;33.3223
10;0.1;100;44.7808
10;0.1;150;13.3988
10;0.1;150;65.7981
10;0.1;150;62.8841
10;0.1;150;60.9247
10;0.1;150;11.7847
10;0.1;200;21.298
10;0.1;200;15.4174
10;0.1;200;46.663
10;0.1;200;15.5464
10;0.1;200;24.481
10;0.1;250;45.1488
10;0.1;250;24.0499
10;0.1;250;27.9414
10;0.1;250;34.5998
10;0.1;250;15.1722
10;0.1;300;12.3467
10;0.1;300;19.7178
10;0.1;300;18.1068
10;0.1;300;70.9791
10;0.1;300;35.9651
10;0.1;350;38.2583
10;0.1;350;16.7646
10;0.1;350;12.592
10;0.1;350;41.4312
10;0.1;350;53.5052
10;0.1;400;62.9323
10;0.1;400;55.7294
10;0.1;400;35.9611
10;0.1;400;38.5913
10;0.1;400;25.1194
10;0.1;450;25.881
10;0.1;450;27.1816
10;0.1;450;41.9122
10;0.1;450;33.913
10;0.1;450;20.5001
10;0.1;500;23.6136
10;0.1;500;47.0332
10;0.1;500;50.6944
10;0.1;500;27.5648
10;0.1;500;40.149
10;0.1;550;17.5051
10;0.1;550;16.9983
10;0.1;550;61.5271
10;0.1;550;24.9272
10;0.1;550;36.6935
10;0.1;600;84.0003
10;0.1;600;13.8629
10;0.1;600;19.9114
10;0.1;600;62.4149
10;0.1;600;54.3869
10;0.1;650;26.2609
10;0.1;650;84.0464
10;0.1;650;26.6178
10;0.1;650;21.9484
10;0.1;650;38.5229
10;0.1;700;44.9837
10;0.1;700;35.1236
10;0.1;700;29.2271
10;0.1;700;43.3794
10;0.1;700;23.6064
10;0.1;750;20.4201
10;0.1;750;40.9816
10;0.1;750;14.4031
10;0.1;750;34.8044
10;0.1;750;12.4356
10;0.1;800;57.3608
10;0.1;800;50.6585
10;0.1;800;27.6334
10;0.1;800;45.5662
10;0.1;800;101.8145
10;0.1;850;32.1142
10;0.1;850;27.7923
10;0.1;850;61.8652
10;0.1;850;12.1516
10;0.1;850;32.2836
10;0.1;900;41.7594
10;0.1;900;25.8513
10;0.1;900;24.3185
10;0.1;900;46.9133
10;0.1;900;71.5257
10;0.1;950;37.493
10;0.1;950;39.6395
10;0.1;950;19.1656
10;0.1;950;15.7217
10;0.1;950;15.1139
10;0.1;1000;58.3955
10;0.1;1000;50.8708
10;0.1;1000;29.7402
10;0.1;1000;46.4027
10;0.1;1000;12.352
10;1.0;0;9.9111
10;1.0;0;12.7551
10;1.0;0;13.7798
10;1.0;0;16.3462
10;1.0;0;11.7544
10;1.0;2;26.3112
10;1.0;2;14.6871
10;1.0;2;17.4143
10;1.0;2;22.1104
10;1.0;2;16.6287
10;1.0;5;17.5638
10;1.0;5;15.3031
10;1.0;5;14.9439
10;1.0;5;15.957
10;1.0;5;16.3304
10;1.0;10;26.8022
10;1.0;10;12.2064
10;1.0;10;17.19
10;1.0;10;13.2696
10;1.0;10;64.5773
10;1.0;20;20.9901
10;1.0;20;29.7507
10;1.0;20;28.7498
10;1.0;20;36.5121
10;1.0;20;30.2347
10;1.0;50;28.5784
10;1.0;50;30.6591
10;1.0;50;73.1983
10;1.0;50;24.9157
10;1.0;50;24.6384
10;1.0;100;41.9342
10;1.0;100;38.7985
10;1.0;100;35.7403
10;1.0;100;74.525
10;1.0;100;53.1505
10;1.0;150;39.9742
10;1.0;150;20.1848
10;1.0;150;42.0193
10;1.0;150;50.7644
10;1.0;150;60.7367
10;1.0;200;35.871
10;1.0;200;20.922
10;1.0;200;52.1329
10;1.0;200;38.6477
10;1.0;200;30.4046
10;1.0;250;36.6449
10;1.0;250;50.596
10;1.0;250;39.9375
10;1.0;250;37.2138
10;1.0;250;23.4802
10;1.0;300;28.8966
10;1.0;300;42.2829
10;1.0;300;13.272
10;1.0;300;28.9586
10;1.0;300;84.5641
10;1.0;350;32.8757
10;1.0;350;27.7805
10;1.0;350;13.9436
10;1.0;350;49.259
10;1.0;350;36.8266
10;1.0;400;48.4776
10;1.0;400;14.9511
10;1.0;400;51.1687
10;1.0;400;34.7746
10;1.0;400;22.7297
10;1.0;450;27.1943
10;1.0;450;59.2885
10;1.0;450;22.2889
10;1.0;450;57.8281
10;1.0;450;44.1614
10;1.0;500;44.4287
10;1.0;500;48.7386
10;1.0;500;17.3114
10;1.0;500;53.3376
10;1.0;500;38.2389
10;1.0;550;58.4284
10;1.0;550;25.4152
10;1.0;550;14.0629
10;1.0;550;48.5152
10;1.0;550;36.3996
10;1.0;600;17.2071
10;1.0;600;67.6729
10;1.0;600;17.5437
10;1.0;600;19.0669
10;1.0;600;72.2829
10;1.0;650;32.1485
10;1.0;650;29.0887
10;1.0;650;42.4981
10;1.0;650;61.4691
10;1.0;650;43.2055
10;1.0;700;16.2134
10;1.0;700;28.4336
10;1.0;700;24.3697
10;1.0;700;16.1159
10;1.0;700;22.1221
10;1.0;750;28.3828
10;1.0;750;17.9959
10;1.0;750;43.3428
10;1.0;750;50.2537
10;1.0;750;61.8269
10;1.0;800;55.4466
10;1.0;800;51.0
10;1.0;800;41.3807
10;1.0;800;33.6297
10;1.0;800;61.4725
10;1.0;850;22.4853
10;1.0;850;63.8012
10;1.0;850;12.0531
10;1.0;850;22.8694
10;1.0;850;36.6234
10;1.0;900;31.4797
10;1.0;900;37.2754
10;1.0;900;48.0787
10;1.0;900;17.5362
10;1.0;900;12.977
10;1.0;950;47.8154
10;1.0;950;14.2941
10;1.0;950;20.4905
10;1.0;950;42.0328
10;1.0;950;74.2802
10;1.0;1000;35.371
10;1.0;1000;67.4556
10;1.0;1000;44.0533
10;1.0;1000;18.2331
10;1.0;1000;54.409
100;0.0;0;73.205
100;0.0;0;80.221
100;0.0;0;71.8604
100;0.0;0;75.4183
100;0.0;0;76.4724
100;0.0;2;67.9727
100;0.0;2;75.2569
100;0.0;2;91.3541
100;0.0;2;81.9389
100;0.0;2;114.2872
100;0.0;5;82.9578
100;0.0;5;93.3565
100;0.0;5;71.1823
100;0.0;5;66.3768
100;0.0;5;80.31
100;0.0;10;85.0762
100;0.0;10;81.7635
100;0.0;10;90.6698
100;0.0;10;80.7754
100;0.0;10;76.8428
100;0.0;20;94.9365
100;0.0;20;99.7888
100;0.0;20;85.2926
100;0.0;20;96.8681
100;0.0;20;142.3125
100;0.0;50;199.8835
100;0.0;50;147.1397
100;0.0;50;122.5991
100;0.0;50;225.0284
100;0.0;50;132.9486
100;0.0;100;170.9115
100;0.0;100;289.6605
100;0.0;100;187.3628
100;0.0;100;150.9577
100;0.0;100;231.7728
100;0.0;150;232.0597
100;0.0;150;251.45
100;0.0;150;275.6956
100;0.0;150;193.0594
100;0.0;150;287.9033
100;0.0;200;256.4868
100;0.0;200;301.2592
100;0.0;200;268.9599
100;0.0;200;267.4181
100;0.0;200;297.6935
100;0.0;250;362.7018
100;0.0;250;350.0315
100;0.0;250;308.1924
100;0.0;250;382.5573
100;0.0;250;354.0208
100;0.0;300;391.6018
100;0.0;300;399.5143
100;0.0;300;396.3751
100;0.0;300;350.4595
100;0.0;300;350.2347
100;0.0;350;407.121
100;0.0;350;414.9001
100;0.0;350;444.9711
100;0.0;350;437.2097
100;0.0;350;436.6289
100;0.0;400;439.9637
100;0.0;400;438.6833
100;0.0;400;479.8828
100;0.0;400;535.9635
100;0.0;400;470.2529
100;0.0;450;514.646
100;0.0;450;528.3535
100;0.0;450;560.7524
100;0.0;450;494.5548
100;0.0;450;497.4075
100;0.0;500;547.6177
100;0.0;500;564.8929
100;0.0;500;539.8779
100;0.0;500;538.8238
100;0.0;500;582.7493
100;0.0;550;595.6269
100;0.0;550;612.5157
100;0.0;550;640.0901
100;0.0;550;608.7029
100;0.0;550;609.3466
100;0.0;600;645.3095
100;0.0;600;641.4565
100;0.0;600;638.2782
100;0.0;600;665.26
100;0.0;600;639.8461
100;0.0;650;704.9825
100;0.0;650;720.9539
100;0.0;650;732.4487
100;0.0;650;723.7862
100;0.0;650;713.9183
100;0.0;700;755.0239
100;0.0;700;740.1823
100;0.0;700;525.7353
100;0.0;700;753.1839
100;0.0;700;746.983
100;0.0;750;800.6146
100;0.0;750;862.4384
100;0.0;750;826.349
100;0.0;750;832.0038
100;0.0;750;831.2231
100;0.0;800;594.4459
100;0.0;800;615.7505
100;0.0;800;851.338
100;0.0;800;818.4834
100;0.0;800;536.2681
100;0.0;850;660.5707
100;0.0;850;459.3814
100;0.0;850;880.4895
100;0.0;850;537.8261
100;0.0;850;884.9462
100;0.0;900;954.6827
100;0.0;900;948.665
100;0.0;900;568.7753
100;0.0;900;939.7296
100;0.0;900;590.9159
100;0.0;950;184.525
100;0.0;950;998.7661
100;0.0;950;1062.2757
100;0.0;950;1005.1116
100;0.0;950;846.4933
100;0.0;1000;1058.1391
100;0.0;1000;982.4341
100;0.0;1000;1062.9359
100;0.0;1000;1063.8837
100;0.0;1000;1097.0023
100;0.1;0;83.6388
100;0.1;0;87.9881
100;0.1;0;79.3312
100;0.1;0;111.3949
100;0.1;0;119.7911
100;0.1;2;89.2501
100;0.1;2;81.0432
100;0.1;2;85.5806
100;0.1;2;78.6345
100;0.1;2;83.0424
100;0.1;5;116.6119
100;0.1;5;89.7241
100;0.1;5;86.2892
100;0.1;5;107.5356
100;0.1;5;98.7171
100;0.1;10;111.2534
100;0.1;10;89.0368
100;0.1;10;125.1654
100;0.1;10;89.5363
100;0.1;10;90.4968
100;0.1;20;92.8186
100;0.1;20;88.6551
100;0.1;20;145.6001
100;0.1;20;90.506
100;0.1;20;97.2288
100;0.1;50;107.454
100;0.1;50;108.223
100;0.1;50;140.7087
100;0.1;50;99.454
100;0.1;50;117.1325
100;0.1;100;139.5815
100;0.1;100;186.528
100;0.1;100;165.4046
100;0.1;100;198.828
100;0.1;100;209.9673
100;0.1;150;233.9984
100;0.1;150;267.1323
100;0.1;150;253.1592
100;0.1;150;219.5865
100;0.1;150;263.6653
100;0.1;200;311.5541
100;0.1;200;236.7838
100;0.1;200;247.1601
100;0.1;200;236.7767
100;0.1;200;248.4009
100;0.1;250;304.9046
100;0.1;250;307.1575
100;0.1;250;311.36
100;0.1;250;288.0402
100;0.1;250;315.5516
100;0.1;300;382.5027
100;0.1;300;333.041
100;0.1;300;350.8657
100;0.1;300;369.4406
100;0.1;300;389.576
100;0.1;350;496.312
100;0.1;350;385.3583
100;0.1;350;404.4115
100;0.1;350;381.5025
100;0.1;350;445.597
100;0.1;400;515.4245
100;0.1;400;442.2665
100;0.1;400;453.529
100;0.1;400;441.865
100;0.1;400;449.8626
100;0.1;450;514.4379
100;0.1;450;479.3383
100;0.1;450;509.8359
100;0.1;450;495.4161
100;0.1;450;471.5261
100;0.1;500;559.505
100;0.1;500;540.159
100;0.1;500;542.0995
100;0.1;500;546.557
100;0.1;500;558.0211
100;0.1;550;588.629
100;0.1;550;584.8479
100;0.1;550;600.975
100;0.1;550;590.1947
100;0.1;550;598.153
100;0.1;600;634.7651
100;0.1;600;629.5615
100;0.1;600;669.1382
100;0.1;600;690.2263
100;0.1;600;664.7766
100;0.1;650;733.3366
100;0.1;650;713.0171
100;0.1;650;689.8187
100;0.1;650;709.364
100;0.1;650;731.3859
100;0.1;700;753.0726
100;0.1;700;766.0805
100;0.1;700;741.4371
100;0.1;700;756.4936
100;0.1;700;749.8794
100;0.1;750;946.0036
100;0.1;750;799.3893
100;0.1;750;803.6493
100;0.1;750;788.5632
100;0.1;750;804.2965
100;0.1;800;830.3129
100;0.1;800;836.8772
100;0.1;800;846.9313
100;0.1;800;846.6897
100;0.1;800;866.5944
100;0.1;850;886.6918
100;0.1;850;915.683
100;0.1;850;891.4072
100;0.1;850;924.494
100;0.1;850;921.4028
100;0.1;900;934.5421
100;0.1;900;924.1786
100;0.1;900;938.1978
100;0.1;900;938.9667
100;0.1;900;934.365
100;0.1;950;1003.1021
100;0.1;950;311.1357
100;0.1;950;982.9498
100;0.1;950;1011.8813
100;0.1;950;994.4847
100;0.1;1000;1047.982
100;0.1;1000;1046.3285
100;0.1;1000;1059.8866
100;0.1;1000;1053.3255
100;0.1;1000;1065.8466
100;1.0;0;97.5259
100;1.0;0;83.6033
100;1.0;0;90.856
100;1.0;0;83.3661
100;1.0;0;92.7734
100;1.0;2;95.139
100;1.0;2;101.9666
100;1.0;2;77.5978
100;1.0;2;86.37
100;1.0;2;86.1736
100;1.0;5;116.2841
100;1.0;5;82.8335
100;1.0;5;93.7307
100;1.0;5;100.68
100;1.0;5;82.7225
100;1.0;10;89.2005
100;1.0;10;98.23
100;1.0;10;103.2423
100;1.0;10;89.7748
100;1.0;10;95.9751
100;1.0;20;109.1065
100;1.0;20;95.2722
100;1.0;20;112.1352
100;1.0;20;103.9754
100;1.0;20;115.4683
100;1.0;50;164.4596
100;1.0;50;155.3491
100;1.0;50;114.3969
100;1.0;50;118.5639
100;1.0;50;121.6358
100;1.0;100;173.3317
100;1.0;100;185.3587
100;1.0;100;196.8593
100;1.0;100;164.489
100;1.0;100;179.8082
100;1.0;150;234.7947
100;1.0;150;261.0662
100;1.0;150;275.3662
100;1.0;150;221.0076
100;1.0;150;305.0582
100;1.0;200;281.19
100;1.0;200;280.8117
100;1.0;200;275.1262
100;1.0;200;232.6699
100;1.0;200;241.9888
100;1.0;250;341.0343
100;1.0;250;318.1494
100;1.0;250;326.7374
100;1.0;250;301.3754
100;1.0;250;332.6427
100;1.0;300;400.5366
100;1.0;300;355.4639
100;1.0;300;404.3347
100;1.0;300;336.2054
100;1.0;300;366.6139
100;1.0;350;389.2925
100;1.0;350;434.5836
100;1.0;350;432.2947
100;1.0;350;385.7419
100;1.0;350;448.7273
100;1.0;400;427.6461
100;1.0;400;438.007
100;1.0;400;465.2291
100;1.0;400;432.9515
100;1.0;400;447.5847
100;1.0;450;497.6521
100;1.0;450;517.4439
100;1.0;450;516.8713
100;1.0;450;518.9767
100;1.0;450;490.0155
100;1.0;500;537.0445
100;1.0;500;552.7484
100;1.0;500;553.4728
100;1.0;500;551.0931
100;1.0;500;546.8105
100;1.0;550;585.8551
100;1.0;550;590.6617
100;1.0;550;575.7186
100;1.0;550;590.0128
100;1.0;550;602.8219
100;1.0;600;616.8938
100;1.0;600;641.1717
100;1.0;600;652.0192
100;1.0;600;628.5834
100;1.0;600;644.2397
100;1.0;650;685.7943
100;1.0;650;713.5165
100;1.0;650;706.438
100;1.0;650;715.9529
100;1.0;650;699.3269
100;1.0;700;270.2869
100;1.0;700;750.1494
100;1.0;700;733.8137
100;1.0;700;738.0821
100;1.0;700;747.2328
100;1.0;750;795.7721
100;1.0;750;794.5911
100;1.0;750;845.0272
100;1.0;750;818.6727
100;1.0;750;792.2518
100;1.0;800;850.0751
100;1.0;800;853.9964
100;1.0;800;816.7144
100;1.0;800;839.6785
100;1.0;800;847.1329
100;1.0;850;883.778
100;1.0;850;904.8738
100;1.0;850;887.2733
100;1.0;850;890.9222
100;1.0;850;880.4444
100;1.0;900;963.329
100;1.0;900;930.0452
100;1.0;900;939.1847
100;1.0;900;945.0658
100;1.0;900;964.4986
100;1.0;950;988.2778
100;1.0;950;994.7193
100;1.0;950;987.5352
100;1.0;950;1001.978
100;1.0;950;989.4504
100;1.0;1000;1033.6701
100;1.0;1000;1028.1674
100;1.0;1000;1058.1168
100;1.0;1000;1063.5629
100;1.0;1000;1034.5135
50;0.0;0;75.1683
50;0.0;0;57.0777
50;0.0;0;63.0213
50;0.0;0;80.8816
50;0.0;0;68.3155
50;0.0;250;371.0843
50;0.0;250;313.7559
50;0.0;250;293.7366
50;0.0;250;324.7966
50;0.0;250;286.4588
50;0.0;500;543.5395
50;0.0;500;540.5359
50;0.0;500;538.0493
50;0.0;500;590.727
50;0.0;500;332.6176
50;0.0;750;781.8225
50;0.0;750;772.4044
50;0.0;750;633.4713
50;0.0;750;807.2745
50;0.0;750;840.1766
50;0.0;1000;1046.8447
50;0.0;1000;1029.0805
50;0.0;1000;1082.6734
50;0.0;1000;206.7548
50;0.0;1000;506.2548
50;0.0;1250;658.997
50;0.0;1250;497.2268
50;0.0;1250;691.9777
50;0.0;1250;1105.9366
50;0.0;1250;859.6905
50;0.0;1500;892.6799
50;0.0;1500;636.0247
50;0.0;1500;1262.5723
50;0.0;1500;1526.8093
50;0.0;1500;981.7674
50;0.0;1750;920.0635
50;0.0;1750;1803.8408
50;0.0;1750;721.4779
50;0.0;1750;1774.0208
50;0.0;1750;1203.5798
50;0.0;2000;589.1423
50;0.0;2000;1292.8111
50;0.0;2000;1056.4114
50;0.0;2000;295.6276
50;0.0;2000;860.2315
50;0.0;2250;606.1728
50;0.0;2250;917.8138
50;0.0;2250;1231.5978
50;0.0;2250;959.9774
50;0.0;2250;1040.6772
50;0.0;2500;444.117
50;0.0;2500;228.1009
50;0.0;2500;956.892
50;0.0;2500;1024.2569
50;0.0;2500;2166.3492
50;0.0;2750;1025.4236
50;0.0;2750;1166.0623
50;0.0;2750;964.4492
50;0.0;2750;1214.9515
50;0.0;2750;824.0989
50;0.0;3000;1123.0065
50;0.0;3000;605.6847
50;0.0;3000;1449.3146
50;0.0;3000;1123.8979
50;0.0;3000;773.4834
50;0.0;3250;1451.9409
50;0.0;3250;1773.1723
50;0.0;3250;1897.6653
50;0.0;3250;1035.2775
50;0.0;3250;1311.3943
50;0.0;3500;457.5051
50;0.0;3500;2150.9698
50;0.0;3500;1582.9644
50;0.0;3500;1739.3035
50;0.0;3500;2117.9336
50;0.0;3750;797.8525
50;0.0;3750;2206.9636
50;0.0;3750;3702.3218
50;0.0;3750;1115.2247
50;0.0;3750;976.8701
50;0.0;4000;806.5391
50;0.0;4000;454.342
50;0.0;4000;1836.4366
50;0.0;4000;1733.9071
50;0.0;4000;2386.6495
50;0.0;4250;2617.7657
50;0.0;4250;634.5013
50;0.0;4250;1202.4018
50;0.0;4250;1613.8351
50;0.0;4250;714.7427
50;0.0;4500;1071.1002
50;0.0;4500;703.2596
50;0.0;4500;1448.1254
50;0.0;4500;1119.9727
50;0.0;4500;1331.1143
50;0.0;4750;555.0417
50;0.0;4750;497.9501
50;0.0;4750;1878.0234
50;0.0;4750;1263.1192
50;0.0;4750;965.5204
50;0.1;0;36.5146
50;0.1;0;36.3537
50;0.1;0;44.2292
50;0.1;0;45.2404
50;0.1;0;72.5275
50;0.1;250;485.2707
50;0.1;250;323.8249
50;0.1;250;214.8057
50;0.1;250;278.9556
50;0.1;250;255.3869
50;0.1;500;535.6457
50;0.1;500;384.5743
50;0.1;500;512.4071
50;0.1;500;342.1857
50;0.1;500;341.5737
50;0.1;750;348.71
50;0.1;750;500.8033
50;0.1;750;826.7823
50;0.1;750;434.1636
50;0.1;750;326.4689
50;0.1;1000;1038.9121
50;0.1;1000;1039.403
50;0.1;1000;258.9144
50;0.1;1000;1043.7041
50;0.1;1000;371.9826
50;0.1;1250;1301.571
50;0.1;1250;563.9846
50;0.1;1250;675.873
50;0.1;1250;488.8259
50;0.1;1250;527.8514
50;0.1;1500;230.77
50;0.1;1500;221.9792
50;0.1;1500;362.0089
50;0.1;1500;503.0422
50;0.1;1500;700.9622
50;0.1;1750;1393.2138
50;0.1;1750;777.7548
50;0.1;1750;942.0389
50;0.1;1750;264.3336
50;0.1;1750;1798.8361
50;0.1;2000;897.3808
50;0.1;2000;569.62
50;0.1;2000;303.2609
50;0.1;2000;474.0911
50;0.1;2000;1275.6877
50;0.1;2250;228.2785
50;0.1;2250;839.281
50;0.1;2250;279.6916
50;0.1;2250;1184.6774
50;0.1;2250;265.164
50;0.1;2500;969.5959
50;0.1;2500;284.8729
50;0.1;2500;981.864
50;0.1;2500;209.3256
50;0.1;2500;1001.7623
50;0.1;2750;281.1592
50;0.1;2750;920.1391
50;0.1;2750;289.706
50;0.1;2750;581.4287
50;0.1;2750;788.5895
50;0.1;3000;818.9646
50;0.1;3000;913.812
50;0.1;3000;264.383
50;0.1;3000;319.4081
50;0.1;3000;1078.786
750;0.1;3250;312.7122
50;0.1;3250;948.6857
50;0.1;3250;522.6544
50;0.1;3250;253.0702
50;0.1;3250;325.7561
50;0.1;3500;1057.7856
50;0.1;3500;806.8399
50;0.1;3500;613.7409
50;0.1;3500;584.9569
50;0.1;3500;332.6468
50;0.1;3750;950.6714
50;0.1;3750;454.1728
50;0.1;3750;1568.2084
50;0.1;3750;389.3247
50;0.1;3750;365.4339
50;0.1;4000;423.9462
50;0.1;4000;737.7853
50;0.1;4000;234.0307
50;0.1;4000;910.456
50;0.1;4000;175.7995
50;0.1;4250;1194.2367
50;0.1;4250;1051.5855
50;0.1;4250;1122.3369
50;0.1;4250;909.137
50;0.1;4250;652.3668
50;0.1;4500;220.3684
50;0.1;4500;332.0879
50;0.1;4500;746.8918
50;0.1;4500;565.3188
50;0.1;4500;625.3536
50;0.1;4750;508.3002
50;0.1;4750;564.7963
50;0.1;4750;974.7977
50;0.1;4750;743.7584
50;0.1;4750;1137.0706
50;0.5;3250;374.7206
50;0.5;3250;1791.8574
50;0.5;3250;838.5118
50;0.5;3250;268.7428
50;0.5;3250;276.6058
50;0.5;3500;424.6693
50;0.5;3500;516.2703
50;0.5;3500;1097.8917
50;0.5;3500;697.9458
50;0.5;3500;366.8368
50;0.5;3750;242.7039
50;0.5;3750;1223.5818
50;0.5;3750;1141.5758
50;0.5;3750;725.0435
50;0.5;3750;506.474
50;0.5;4000;275.4067
50;0.5;4000;615.4257
50;0.5;4000;1651.0279
50;0.5;4000;175.6003
50;0.5;4000;995.0341
50;0.5;4250;312.4947
50;0.5;4250;331.8123
50;0.5;4250;579.8812
50;0.5;4250;1834.117
50;0.5;4250;252.6421
50;0.5;4500;415.513
50;0.5;4500;940.666
50;0.5;4500;255.3816
50;0.5;4500;682.6568
50;0.5;4500;405.2888
50;0.5;4750;166.4823
50;0.5;4750;801.521
50;0.5;4750;1397.3846
50;0.5;4750;1350.2779
50;0.5;4750;647.3032
50;1.0;3250;404.9787
50;1.0;3250;238.9094
50;1.0;3250;274.3993
50;1.0;3250;302.0535
50;1.0;3250;368.6027
50;1.0;3500;555.1664
50;1.0;3500;303.471
50;1.0;3500;367.4901
50;1.0;3500;730.5654
50;1.0;3500;1306.2047
50;1.0;3750;873.581
50;1.0;3750;349.5429
50;1.0;3750;526.0922
50;1.0;3750;736.9699
50;1.0;3750;1028.4485
50;1.0;4000;459.7722
50;1.0;4000;495.1364
50;1.0;4000;907.2674
50;1.0;4000;244.6331
50;1.0;4000;207.8899
50;1.0;4250;1046.1955
50;1.0;4250;744.3685
50;1.0;4250;346.2263
50;1.0;4250;389.7344
50;1.0;4250;257.515
50;1.0;4500;352.2668
50;1.0;4500;857.7599
50;1.0;4500;822.2014
50;1.0;4500;251.3534
50;1.0;4500;948.48
50;1.0;4750;556.2684
50;1.0;4750;272.5095
50;1.0;4750;634.9583
50;1.0;4750;906.7645
50;1.0;4750;279.4932
50;0.1;250;349.9056
50;0.1;250;352.5825
50;0.1;250;239.6007
50;0.1;250;427.9338
50;0.1;250;229.4635
50;0.1;500;557.6026
50;0.1;500;362.4224
50;0.1;500;513.219
50;0.1;500;215.3433
50;0.1;500;529.258
50;0.1;750;237.4918
50;0.1;750;817.2915
50;0.1;750;282.7151
